Sqr Ft,Longitude,Latitude,Lot Size,Beds,Bath,Year Built,Days On Trulia,Zipcode,Days on Market,City_atlanta,City_aurora,City_baltimore,City_denver,City_fort wayne,City_jacksonville,City_los angeles,City_orlando,City_tampa,City_washington,State_ca,State_co,State_dc,State_fl,State_ga,State_in,State_md,day_of_week_listed_Friday,day_of_week_listed_Monday,day_of_week_listed_Saturday,day_of_week_listed_Sunday,day_of_week_listed_Thursday,day_of_week_listed_Tuesday,day_of_week_listed_Wednesday
2248,-81.2208,28.506927,9167.0,4.0,3.0,2002.0,55.0,32825.0,95,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1753,-82.34205,28.147902,6490.0,3.0,2.0,1989.0,4.0,33647.0,43,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2201,-77.08227,38.946926,4588.0,3.0,3.0,1941.0,5.0,20016.0,34,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3731,-81.49832,28.48438,22215.6,4.0,4.0,1990.0,180.0,32819.0,221,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2379,-77.01645,38.913048,1360.0,3.0,3.0,1900.0,5.0,20001.0,46,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1935,-81.57581,30.337845,9939.0,3.0,3.0,1961.0,20.0,32211.0,61,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1108,-118.445045,34.002804,4781.0,2.0,2.0,1949.0,9.0,90066.0,50,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2310,-84.44163,33.774563,7749.0,4.0,4.0,1949.0,111.0,30318.0,152,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1536,-118.17573,34.06392,4695.0,5.0,2.0,1983.0,180.0,90032.0,218,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2103,-104.96257,39.756027,4690.0,2.0,2.0,1906.0,57.0,80205.0,98,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1248,-104.871895,39.75129,6534.0,4.0,2.0,2001.0,13.0,80010.0,54,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5169,-84.37343,33.827515,15681.6,5.0,6.0,1948.0,141.0,30305.0,183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1770,-82.47267,28.058626,10200.0,2.0,2.0,1957.0,42.0,33612.0,84,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2422,-82.36985,28.145658,11325.6,4.0,3.0,2002.0,18.0,33647.0,60,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1542,-81.49634,28.564432,8703.0,3.0,2.0,1979.0,48.0,32818.0,90,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1325,-84.3832,33.668713,14374.8,4.0,2.0,1960.0,90.0,30354.0,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1057,-85.13292,41.08913,5084.0,2.0,2.0,1950.0,7.0,46805.0,49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1134,-84.37217,33.803043,10049.0,3.0,2.0,1955.0,112.0,30324.0,154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1577,-82.46262,27.997215,8184.0,2.0,1.0,1950.0,13.0,33604.0,55,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1431,-81.58979,30.350054,9100.0,3.0,2.0,1956.0,180.0,32211.0,211,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1564,-118.403984,33.972443,7296.0,3.0,2.0,1950.0,3.0,90045.0,21,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1200,-82.43426,28.039341,6605.0,3.0,2.0,2002.0,63.0,33612.0,105,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3242,-104.74115,39.638874,4499.0,3.0,3.0,2018.0,2.0,80013.0,30,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1624,-81.31488,28.510962,4131.0,3.0,3.0,1987.0,31.0,32812.0,74,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1810,-82.58716,28.003012,10555.0,4.0,2.0,2004.0,26.0,33615.0,69,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2080,-82.6181,28.065441,6150.0,3.0,2.0,2002.0,180.0,33626.0,223,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1734,-76.99598,38.956112,2794.0,3.0,3.0,1952.0,2.0,20011.0,37,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1340,-118.29871,33.988102,4799.0,3.0,2.0,1912.0,55.0,90044.0,98,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1578,-85.10375,41.104866,11761.2,3.0,2.0,1973.0,7.0,46805.0,53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2000,-82.49986,28.021976,8434.0,3.0,2.0,1978.0,180.0,33614.0,226,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1664,-105.005646,39.706913,6250.0,3.0,2.0,1952.0,42.0,80223.0,88,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1208,-77.052925,38.89992,714.0,3.0,2.0,1900.0,2.0,20037.0,33,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
910,-77.0642,38.912178,769.0,2.0,2.0,1900.0,62.0,20007.0,108,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2352,-84.35784,33.843315,1002.0,3.0,4.0,2012.0,48.0,30324.0,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1479,-104.784584,39.640026,1045.0,3.0,2.0,1983.0,90.0,80013.0,136,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1650,-104.788086,39.64564,6621.0,4.0,2.0,1978.0,15.0,80013.0,61,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2795,-105.04439,39.63412,13068.0,3.0,3.0,1969.0,64.0,80236.0,110,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1343,-84.36631,33.733704,8625.0,3.0,3.0,1965.0,50.0,30312.0,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2355,-104.80865,39.645813,7100.0,4.0,4.0,1975.0,13.0,80013.0,59,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2921,-118.35517,33.98466,5771.0,5.0,3.0,1941.0,102.0,90043.0,148,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2178,-104.907906,39.676254,7780.0,4.0,2.0,1973.0,14.0,80224.0,61,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1800,-81.45854,30.290203,17859.6,3.0,2.0,2008.0,22.0,32224.0,69,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3560,-85.12998,41.20479,15681.6,4.0,3.0,1998.0,21.0,46845.0,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2113,-118.29941,33.932613,13068.0,4.0,2.0,1947.0,180.0,90044.0,222,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2120,-81.70273,30.301228,8430.0,3.0,3.0,1924.0,37.0,32205.0,84,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1253,-81.6206,30.274742,6321.0,3.0,2.0,1987.0,2.0,32207.0,33,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3036,-77.08236,38.90913,5063.0,5.0,4.0,1929.0,180.0,20007.0,227,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4209,-76.62042,39.29823,1039.0,3.0,3.0,1900.0,90.0,21201.0,137,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2208,-81.36358,28.34814,6060.0,4.0,3.0,2014.0,39.0,32824.0,86,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1246,-82.41109,27.999947,6848.0,3.0,1.0,1960.0,4.0,33610.0,28,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2689,-82.328026,28.162376,8750.0,4.0,3.0,2011.0,36.0,33647.0,83,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1728,-81.4261,28.468943,7495.0,4.0,2.0,1973.0,3.0,32809.0,33,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2829,-104.98963,39.719624,3750.0,4.0,4.0,1904.0,2.0,80223.0,39,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1548,-81.64059,30.530594,6600.0,3.0,2.0,2016.0,2.0,32218.0,39,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2347,-81.94044,30.246216,189050.4,3.0,3.0,1989.0,3.0,32234.0,35,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1004,-81.73215,30.404247,5928.0,3.0,2.0,1975.0,2.0,32219.0,37,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2547,-104.89564,39.642963,9560.0,4.0,4.0,1970.0,85.0,80237.0,133,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1499,-81.56842,30.228216,5476.0,2.0,2.0,1978.0,3.0,32256.0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1643,-81.451416,28.417719,5952.0,2.0,2.0,1979.0,9.0,32821.0,57,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1244,-82.47293,28.034977,2657.0,3.0,3.0,1985.0,136.0,33612.0,183,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1230,-81.19614,28.548233,4964.0,3.0,2.0,2003.0,97.0,32828.0,145,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1748,-81.55292,30.464216,5352.0,4.0,2.0,2016.0,6.0,32226.0,54,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1185,-82.53113,28.047047,4275.0,3.0,2.0,1983.0,5.0,33624.0,53,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1839,-81.85415,30.293642,10480.0,3.0,2.0,2009.0,7.0,32221.0,55,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3446,-118.408424,33.965164,6105.0,4.0,5.0,2019.0,126.0,90045.0,173,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1714,-81.28282,28.519474,9377.0,3.0,2.0,1980.0,67.0,32822.0,116,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2462,-81.46569,30.289635,6600.0,3.0,3.0,2017.0,56.0,32246.0,105,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3217,-82.28404,28.157314,7865.0,5.0,4.0,2009.0,15.0,33647.0,64,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1341,-81.3532,28.376125,6263.0,3.0,2.0,1990.0,3.0,32824.0,36,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1552,-104.9699,39.753,5690.0,3.0,2.0,1926.0,3.0,80205.0,28,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1464,-82.552475,28.051184,8160.0,3.0,2.0,1986.0,27.0,33625.0,76,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2538,-104.965485,39.701168,4690.0,3.0,2.0,1921.0,42.0,80209.0,91,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3660,-104.75025,39.664993,6534.0,3.0,3.0,2006.0,34.0,80013.0,82,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
951,-118.29859,33.99175,3518.0,2.0,1.0,1923.0,3.0,90037.0,52,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2528,-77.059746,38.92674,5084.0,3.0,3.0,1957.0,2.0,20008.0,42,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1320,-84.44152,33.82368,1320.0,2.0,3.0,1979.0,24.0,30318.0,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1126,-81.286415,28.487686,3755.0,3.0,2.0,2006.0,2.0,32822.0,24,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
796,-82.469284,28.001408,5100.0,2.0,1.0,1954.0,6.0,33604.0,56,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1040,-82.465836,28.020857,6615.0,3.0,2.0,1951.0,41.0,33604.0,77,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2050,-118.26968,34.134583,7002.0,5.0,2.0,1916.0,63.0,90039.0,113,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4250,-118.42275,34.005787,7758.0,6.0,7.0,1939.0,140.0,90066.0,190,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1816,-85.31715,41.064346,11325.6,3.0,2.0,2006.0,2.0,46814.0,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1712,-104.78636,39.641132,1263.0,3.0,2.0,1983.0,2.0,80013.0,51,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2703,-118.27751,33.982674,4724.0,3.0,3.0,1926.0,31.0,90003.0,81,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1656,-84.51636,33.74347,12196.8,4.0,2.0,1972.0,45.0,30331.0,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1182,-84.52313,33.691696,24393.6,3.0,3.0,1950.0,168.0,30331.0,218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2802,-84.423454,33.847305,37897.2,3.0,5.0,1957.0,36.0,30327.0,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3509,-82.34112,28.16178,8400.0,4.0,3.0,2006.0,12.0,33647.0,66,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2094,-81.4402,28.394316,11761.2,4.0,2.0,1988.0,113.0,32821.0,167,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1872,-81.59903,30.17334,8288.0,2.0,3.0,1986.0,39.0,32257.0,93,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2776,-82.37281,28.15461,11325.6,4.0,3.0,2004.0,3.0,33647.0,34,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2222,-105.04125,39.66146,10890.0,4.0,2.0,1956.0,75.0,80236.0,129,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2409,-82.34883,28.144434,9680.0,4.0,2.0,1989.0,144.0,33647.0,197,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1951,-118.452736,34.02946,6250.0,5.0,3.0,1961.0,180.0,90064.0,234,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2152,-81.236374,28.575813,7544.0,4.0,3.0,1960.0,61.0,32817.0,115,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3328,-81.3595,28.545177,7089.0,5.0,5.0,2015.0,64.0,32803.0,119,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1732,-118.27983,34.09075,7347.0,4.0,3.0,1912.0,160.0,90029.0,215,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2317,-85.16205,41.19525,6600.0,4.0,3.0,2002.0,5.0,46845.0,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6130,-118.33226,34.046795,8876.0,8.0,6.0,1910.0,56.0,90019.0,111,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1211,-104.91433,39.702255,555.0,2.0,3.0,2000.0,14.0,80224.0,70,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1000,-84.39648,33.69021,9901.0,3.0,1.0,1956.0,34.0,30315.0,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2516,-81.26959,28.390448,9110.0,4.0,3.0,2012.0,136.0,32827.0,192,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2958,-81.38705,28.56044,5282.0,4.0,3.0,1999.0,2.0,32804.0,57,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1544,-81.54031,30.291714,25700.4,3.0,2.0,1960.0,6.0,32246.0,62,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1004,-81.40427,28.515032,7651.0,2.0,1.0,1960.0,6.0,32805.0,62,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1464,-84.411385,33.72678,9601.0,3.0,2.0,1925.0,10.0,30310.0,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2900,-118.373245,33.98449,8118.0,4.0,3.0,1954.0,70.0,90056.0,126,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2222,-81.48581,28.491692,14374.8,3.0,2.0,1981.0,36.0,32819.0,92,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3300,-84.41638,33.836918,30927.6,4.0,3.0,1973.0,49.0,30327.0,105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2590,-82.50288,27.94234,7500.0,4.0,3.0,1990.0,6.0,33609.0,62,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1654,-118.35316,34.100246,7024.0,4.0,3.0,1910.0,18.0,90046.0,72,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1697,-82.49565,27.88551,1411.0,3.0,3.0,2004.0,64.0,33611.0,91,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2004,-82.405426,27.997711,10873.0,5.0,3.0,1957.0,6.0,33610.0,63,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1693,-81.343025,28.445145,10108.0,4.0,2.0,1961.0,28.0,32827.0,85,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1215,-84.35948,33.81512,10049.0,3.0,2.0,1959.0,84.0,30324.0,141,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1161,-82.52296,27.885473,6048.0,3.0,1.0,1954.0,55.0,33611.0,112,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1880,-81.53845,30.263515,8312.0,3.0,2.0,2003.0,30.0,32246.0,87,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2848,-82.52247,27.86171,5500.0,4.0,4.0,2006.0,2.0,33616.0,36,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1850,-76.60768,39.335537,1698.0,4.0,2.0,1922.0,180.0,21218.0,207,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1912,-82.503944,28.009327,11325.6,3.0,2.0,1958.0,4.0,33614.0,60,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1683,-81.35983,28.55119,1400.0,3.0,4.0,2019.0,172.0,32803.0,229,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1773,-81.57946,30.301994,9141.0,4.0,3.0,1957.0,139.0,32216.0,196,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2438,-81.46406,28.585821,27878.4,4.0,2.0,1968.0,91.0,32808.0,148,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1752,-85.07098,41.110043,14374.8,4.0,3.0,1969.0,2.0,46815.0,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2925,-81.15522,28.547813,6747.0,4.0,3.0,2016.0,4.0,32828.0,42,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1225,-118.25521,33.918697,5400.0,3.0,2.0,1946.0,8.0,90059.0,65,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1614,-81.237816,28.591839,7358.0,3.0,2.0,2013.0,3.0,32817.0,32,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1539,-84.35361,33.777832,7449.0,5.0,5.0,2016.0,14.0,30306.0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1500,-104.84234,39.732086,8102.0,3.0,2.0,1953.0,10.0,80011.0,67,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
710,-105.03348,39.675777,6210.0,2.0,1.0,1951.0,2.0,80219.0,56,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3100,-81.37893,28.576357,6499.0,4.0,3.0,2019.0,3.0,32804.0,45,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1360,-82.382935,27.944542,45738.0,3.0,1.0,1953.0,106.0,33619.0,166,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2361,-77.014015,38.910187,1509.0,3.0,3.0,1906.0,112.0,20001.0,172,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2911,-76.987206,38.894585,1238.0,4.0,5.0,1915.0,180.0,20002.0,240,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2130,-82.49881,28.0793,12196.8,3.0,3.0,1983.0,64.0,33618.0,124,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1740,-76.587616,39.288097,1001.0,3.0,3.0,1900.0,111.0,21231.0,171,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1120,-76.58483,39.285515,871.0,2.0,2.0,1980.0,140.0,21231.0,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1333,-81.47285,28.60963,11325.6,3.0,2.0,1984.0,2.0,32818.0,43,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2886,-104.703926,39.614574,5501.0,4.0,3.0,2010.0,8.0,80016.0,68,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1222,-81.76373,30.304983,8400.0,3.0,2.0,1956.0,2.0,32205.0,38,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1633,-82.62191,28.037117,9165.0,4.0,2.0,1988.0,5.0,33635.0,66,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3086,-104.686,39.715733,6438.0,4.0,3.0,2013.0,13.0,80018.0,74,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1200,-81.45905,28.597479,8037.0,4.0,2.0,1959.0,3.0,32808.0,36,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3217,-104.71605,39.616283,5227.0,3.0,3.0,2007.0,77.0,80016.0,138,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
764,-118.19975,34.02544,3749.0,2.0,1.0,1910.0,143.0,90023.0,204,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1224,-81.23481,28.532372,7264.0,3.0,2.0,1993.0,6.0,32825.0,39,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1294,-81.64691,30.276432,9315.0,3.0,1.0,1948.0,3.0,32207.0,64,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2208,-85.15899,41.20261,8515.0,4.0,3.0,2013.0,2.0,46845.0,49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2975,-77.02589,38.97481,4818.0,4.0,2.0,1919.0,4.0,20012.0,40,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1434,-81.47194,28.610397,10866.0,4.0,1.5,1971.0,2.0,32818.0,35,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1980,-105.0464,39.686516,6000.0,4.0,3.0,1955.0,2.0,80219.0,33,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
