Sqr Ft,Longitude,Latitude,Lot Size,Beds,Bath,Year Built,Days On Trulia,Zipcode,Days on Market,City_atlanta,City_aurora,City_baltimore,City_denver,City_fort wayne,City_jacksonville,City_los angeles,City_orlando,City_tampa,City_washington,State_ca,State_co,State_dc,State_fl,State_ga,State_in,State_md,day_of_week_listed_Friday,day_of_week_listed_Monday,day_of_week_listed_Saturday,day_of_week_listed_Sunday,day_of_week_listed_Thursday,day_of_week_listed_Tuesday,day_of_week_listed_Wednesday
5689,-77.06548,38.93099,10000.0,6.0,6.0,1923.0,7.0,20008.0,68,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1576,-81.52592,30.123484,2406.0,3.0,3.0,2015.0,56.0,32258.0,118,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1202,-105.03796,39.705147,3000.0,3.0,3.0,2005.0,87.0,80219.0,132,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2526,-85.16506,41.18104,14374.8,5.0,4.0,1991.0,51.0,46845.0,113,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1096,-118.36138,34.028503,4799.0,3.0,1.0,1922.0,12.0,90016.0,44,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1821,-76.98952,38.899395,1044.0,3.0,2.0,1900.0,9.0,20002.0,71,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1185,-81.471886,28.601868,8640.0,3.0,2.0,1981.0,90.0,32818.0,112,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2160,-77.01965,38.94675,1700.0,4.0,2.0,1924.0,55.0,20011.0,117,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4691,-104.97145,39.728058,6250.0,5.0,5.0,1908.0,105.0,80218.0,167,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1839,-85.16365,41.0953,5400.0,3.0,2.0,1945.0,3.0,46808.0,48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3328,-118.30446,34.096546,4762.0,4.0,4.0,1923.0,180.0,90027.0,242,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3062,-81.450134,28.349318,10295.0,5.0,3.0,1999.0,135.0,32837.0,197,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2081,-77.09149,38.914234,5413.0,4.0,3.0,1940.0,4.0,20007.0,54,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1545,-81.39265,28.518105,6699.0,4.0,2.0,1944.0,35.0,32805.0,98,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1920,-82.54987,28.08914,18730.8,4.0,2.0,1987.0,2.0,33625.0,53,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1152,-84.44224,33.773964,12196.8,2.0,1.0,1939.0,2.0,30318.0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
835,-118.252495,33.93279,4993.0,2.0,1.0,1940.0,22.0,90059.0,77,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1642,-76.54595,39.360264,8472.0,4.0,3.0,1938.0,2.0,21214.0,65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3869,-82.6284,28.081411,9101.0,5.0,4.0,2006.0,2.0,33626.0,48,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2094,-77.026794,38.914993,632.0,3.0,4.0,1880.0,17.0,20001.0,80,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1250,-81.33418,28.50117,9127.0,3.0,2.0,1957.0,2.0,32812.0,44,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1300,-81.3842,28.496347,11761.2,3.0,2.0,1966.0,7.0,32839.0,70,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2600,-84.36647,33.762085,2618.0,3.0,3.0,2016.0,29.0,30312.0,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1110,-118.34267,34.040985,3348.0,2.0,1.0,1913.0,48.0,90019.0,111,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
780,-76.62242,39.315937,910.0,2.0,3.0,1900.0,18.0,21211.0,81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1010,-84.37563,33.69078,10080.0,3.0,1.0,1951.0,38.0,30315.0,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1710,-77.00306,38.920612,1115.0,2.0,2.0,1922.0,3.0,20002.0,54,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2760,-81.25235,28.37818,8850.0,3.0,3.0,2016.0,91.0,32827.0,155,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1600,-84.434265,33.7463,7248.0,4.0,2.0,1940.0,24.0,30310.0,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
991,-85.11767,41.04546,5280.0,2.0,1.0,1930.0,7.0,46806.0,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3132,-81.505165,28.421894,14810.4,4.0,4.0,1991.0,132.0,32836.0,196,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1272,-82.62298,28.063816,1197.0,2.0,3.0,2002.0,27.0,33626.0,91,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1664,-118.28518,33.9877,5404.0,4.0,2.0,1905.0,180.0,90044.0,244,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1652,-85.17704,41.105747,7620.0,3.0,3.0,1999.0,4.0,46808.0,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1256,-118.19417,34.105556,6553.0,4.0,2.0,1921.0,180.0,90042.0,244,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1698,-104.86691,39.80034,2540.0,3.0,3.0,2019.0,136.0,80238.0,189,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1488,-85.07226,40.990704,32670.0,3.0,2.0,1979.0,2.0,46816.0,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1348,-82.37369,27.931177,7000.0,4.0,2.0,1979.0,3.0,33619.0,51,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1380,-82.52444,28.09798,7560.0,3.0,2.0,1981.0,2.0,33624.0,34,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1756,-81.35346,28.366802,1920.0,3.0,3.0,2003.0,3.0,32824.0,51,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1008,-85.10676,41.14703,16117.2,3.0,1.0,1960.0,2.0,46825.0,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2686,-104.848114,39.7118,2657.0,3.0,3.0,1978.0,69.0,80012.0,133,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2866,-82.51569,28.057861,16988.4,4.0,4.0,1981.0,108.0,33618.0,171,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1126,-82.476875,27.930244,6930.0,2.0,1.0,1953.0,84.0,33606.0,147,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2245,-81.47744,30.300705,7801.0,4.0,3.0,2018.0,68.0,32246.0,132,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
904,-118.22749,34.122524,4199.0,2.0,1.0,1935.0,27.0,90065.0,91,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2064,-77.02218,38.962196,2380.0,3.0,2.0,1929.0,8.0,20011.0,72,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1409,-104.81864,39.775917,6690.0,3.0,2.0,1982.0,2.0,80239.0,33,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2204,-81.599144,30.456196,8598.0,4.0,2.0,2007.0,157.0,32218.0,224,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1980,-104.94169,39.71338,6250.0,3.0,4.0,2015.0,103.0,80209.0,170,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2065,-85.062836,41.114925,10890.0,4.0,3.0,1986.0,2.0,46815.0,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1732,-81.43574,28.53557,6895.0,4.0,2.0,2005.0,4.0,32811.0,42,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1334,-84.36397,33.696335,8664.0,3.0,2.0,1951.0,11.0,30315.0,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1704,-118.24846,33.996506,5385.0,3.0,3.0,1944.0,31.0,90011.0,98,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
840,-118.17823,34.089306,5343.0,2.0,1.0,1908.0,2.0,90032.0,49,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1652,-82.46528,28.03035,5749.0,3.0,2.0,2019.0,139.0,33604.0,206,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2869,-82.62882,28.04146,13939.2,5.0,4.0,1994.0,180.0,33626.0,248,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1662,-84.43182,33.71718,7349.0,3.0,2.0,1945.0,75.0,30310.0,143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1708,-85.15018,41.072872,2590.0,3.0,3.0,1880.0,2.0,46802.0,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2489,-81.476685,28.459076,3575.0,3.0,3.0,2006.0,2.0,32819.0,41,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1980,-81.59367,30.192303,8019.0,3.0,2.0,2004.0,2.0,32257.0,65,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1247,-81.5818,30.356752,9258.0,3.0,2.0,1962.0,2.0,32277.0,65,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2527,-85.0549,41.096165,11325.6,4.0,3.0,1975.0,2.0,46815.0,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5600,-118.343636,34.055546,10890.0,8.0,4.0,1926.0,85.0,90019.0,153,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3064,-85.25931,41.040356,8970.0,4.0,3.0,1977.0,27.0,46804.0,95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
889,-81.63387,30.361153,3006.0,2.0,1.0,1924.0,41.0,32206.0,109,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1284,-81.64815,30.37212,10314.0,3.0,1.0,1939.0,3.0,32208.0,61,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1745,-77.01941,38.95334,1600.0,3.0,4.0,1925.0,2.0,20011.0,40,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1571,-81.34303,28.443974,8634.0,3.0,2.0,1961.0,87.0,32827.0,155,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1835,-118.32781,34.015495,5524.0,3.0,3.0,1940.0,2.0,90008.0,50,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1788,-118.32912,34.030087,5540.0,4.0,2.0,1912.0,105.0,90018.0,174,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2872,-118.20076,34.120953,5280.0,2.0,1.0,1991.0,80.0,90042.0,149,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1380,-84.40642,33.723743,13503.6,3.0,2.0,1993.0,32.0,30310.0,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1848,-82.48482,27.933071,2243.0,3.0,3.0,1983.0,176.0,33629.0,245,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1280,-82.31108,28.15252,4680.0,3.0,2.0,2003.0,180.0,33647.0,249,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1842,-104.87021,39.74962,6970.0,3.0,2.0,1944.0,72.0,80010.0,140,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
816,-105.00197,39.770702,2502.0,2.0,1.0,1961.0,15.0,80211.0,84,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3730,-81.34846,28.378305,9000.0,4.0,4.0,2015.0,23.0,32824.0,92,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3783,-104.69613,39.604008,7405.0,5.0,4.0,2014.0,57.0,80016.0,126,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2296,-77.02254,38.934437,2009.0,4.0,4.0,1919.0,19.0,20010.0,88,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2794,-105.064606,39.65016,7290.0,4.0,3.0,1977.0,49.0,80235.0,118,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1284,-84.469406,33.808517,29620.800000000003,3.0,2.0,1940.0,2.0,30318.0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1800,-84.41446,33.718433,9321.0,3.0,3.0,2019.0,33.0,30310.0,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1724,-85.150795,41.16612,9120.0,3.0,2.0,1999.0,63.0,46825.0,132,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1487,-81.746284,30.356705,5466.0,3.0,2.0,2013.0,48.0,32254.0,82,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1440,-84.44414,33.726254,1442.0,2.0,2.0,1986.0,37.0,30311.0,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2471,-81.75694,30.455343,22651.2,4.0,3.0,2013.0,30.0,32218.0,102,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2315,-82.61243,28.084023,3742.0,3.0,3.0,2011.0,42.0,33626.0,116,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1400,-76.522934,39.352707,5200.0,3.0,1.0,1928.0,2.0,21206.0,62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2241,-81.26351,28.507261,6168.0,4.0,3.0,1995.0,2.0,32829.0,76,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
859,-81.64433,30.374624,4903.0,2.0,1.0,1955.0,14.0,32208.0,88,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1008,-84.372505,33.729073,6499.0,2.0,2.0,1940.0,10.0,30315.0,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2956,-104.82182,39.652603,2570.0,3.0,3.0,1997.0,13.0,80014.0,87,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2576,-84.384384,33.843567,958.0,3.0,4.0,2015.0,7.0,30305.0,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1983,-82.5493,28.0072,1598.0,3.0,3.0,2019.0,18.0,33634.0,77,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1492,-81.35841,28.384653,2339.0,3.0,3.0,2014.0,110.0,32824.0,184,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1794,-82.4541,28.007414,6600.0,4.0,2.0,1923.0,2.0,33604.0,67,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3200,-76.97237,38.937065,3484.0,5.0,5.0,1931.0,3.0,20018.0,47,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1950,-104.83832,39.7367,7667.0,6.0,2.0,1960.0,4.0,80011.0,54,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2160,-76.95774,38.883846,3748.0,3.0,1.0,1926.0,2.0,20019.0,76,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1624,-81.82339,30.190609,7489.0,3.0,2.0,2013.0,2.0,32244.0,61,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1710,-105.10129,39.633533,7770.0,3.0,2.0,1977.0,6.0,80123.0,80,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2427,-105.05356,39.648422,9610.0,3.0,3.0,1968.0,4.0,80235.0,54,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1781,-81.8051,30.202925,32670.0,3.0,2.0,1995.0,3.0,32244.0,55,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3113,-104.7017,39.624573,6970.0,3.0,4.0,2005.0,49.0,80016.0,124,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2016,-81.65579,30.340769,3505.0,3.0,3.0,1904.0,21.0,32206.0,96,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2768,-104.923096,39.71405,9370.0,5.0,3.0,1954.0,57.0,80246.0,132,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2438,-104.93545,39.656292,9370.0,4.0,2.0,1952.0,2.0,80222.0,69,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1470,-81.45509,28.598137,19602.0,4.0,2.0,1973.0,3.0,32808.0,49,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
864,-85.182915,41.092712,16552.8,2.0,1.0,1950.0,146.0,46808.0,221,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1874,-81.49106,30.34767,14810.4,3.0,2.0,1989.0,2.0,32225.0,78,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2383,-82.49243,27.934074,11325.6,4.0,3.0,1953.0,5.0,33629.0,81,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
980,-76.63285,39.32988,1123.0,3.0,1.0,1900.0,18.0,21211.0,93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1100,-84.467735,33.700256,9147.0,3.0,2.0,1955.0,125.0,30311.0,201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2180,-82.463455,28.010246,4500.0,3.0,3.0,2019.0,24.0,33604.0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1336,-76.605316,39.329636,1899.0,3.0,1.0,1915.0,51.0,21218.0,128,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1430,-81.34088,28.561882,7500.0,3.0,2.0,1955.0,7.0,32803.0,84,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2421,-81.18861,28.553999,5970.0,4.0,3.0,2000.0,3.0,32828.0,64,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1887,-82.39356,28.110083,8155.0,4.0,3.0,2000.0,3.0,33647.0,80,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2206,-81.46836,30.31019,15681.6,4.0,2.0,1989.0,2.0,32246.0,45,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1574,-104.74247,39.625507,2069.0,3.0,3.0,2017.0,79.0,80015.0,156,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3039,-77.038925,38.98306,5011.0,5.0,4.0,1942.0,22.0,20012.0,99,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2566,-104.92509,39.64886,10000.0,5.0,3.0,1956.0,48.0,80237.0,125,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2372,-118.409966,34.05493,787564.7999999999,2.0,4.0,1980.0,68.0,90067.0,145,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1417,-81.58354,30.306042,7661.0,3.0,2.0,1977.0,62.0,32216.0,139,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
510,-118.25364,34.086765,2574.0,2.0,1.0,1922.0,31.0,90026.0,109,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1898,-81.78843,30.231327,10347.0,4.0,2.0,1997.0,3.0,32244.0,53,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1603,-81.624146,30.14382,10338.0,3.0,2.0,1979.0,8.0,32223.0,63,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1938,-85.26717,41.084038,11325.6,4.0,3.0,2019.0,180.0,46818.0,258,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1800,-81.20322,28.52971,5828.0,4.0,3.0,1995.0,16.0,32828.0,94,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1211,-82.53189,28.10411,8235.0,3.0,2.0,1981.0,2.0,33624.0,66,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
935,-84.43782,33.727745,12632.4,4.0,3.0,1940.0,42.0,30311.0,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3194,-104.89833,39.71607,3200.0,3.0,3.0,1998.0,63.0,80230.0,141,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1403,-81.65524,30.383238,6258.0,4.0,2.0,1940.0,22.0,32208.0,100,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2168,-118.33903,34.03829,6599.0,3.0,2.0,1913.0,2.0,90016.0,61,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1688,-104.76796,39.75028,4356.0,2.0,2.0,1996.0,2.0,80011.0,49,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1197,-82.43696,27.985624,6634.0,3.0,3.0,1957.0,37.0,33610.0,115,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4906,-76.66502,39.375347,8030.0,4.0,3.0,2006.0,31.0,21209.0,109,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1457,-118.40555,33.967632,5335.0,4.0,2.0,1948.0,2.0,90045.0,67,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2188,-81.6002,30.4411,5501.0,4.0,3.0,2019.0,180.0,32218.0,261,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4067,-118.31944,34.069557,13068.0,5.0,4.0,1921.0,3.0,90004.0,59,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1720,-81.236664,28.443773,2420.0,3.0,3.0,2016.0,2.0,32832.0,49,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2945,-81.25974,28.369368,7525.0,4.0,4.0,2015.0,113.0,32827.0,178,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1378,-84.39759,33.737774,3746.0,3.0,3.0,2000.0,6.0,30312.0,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3350,-81.57517,30.455126,57499.2,4.0,4.0,2005.0,2.0,32226.0,60,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
978,-81.27515,28.489197,6000.0,3.0,2.0,1972.0,8.0,32822.0,61,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4350,-104.6874,39.603397,7883.0,6.0,5.0,2011.0,8.0,80016.0,90,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1308,-81.61161,30.237206,9320.0,3.0,1.0,1955.0,2.0,32217.0,66,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2319,-81.23521,28.415823,6351.0,3.0,4.0,2003.0,5.0,32832.0,71,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2100,-76.98125,38.867935,3195.0,3.0,2.0,1924.0,57.0,20020.0,139,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1088,-82.36758,27.931452,7000.0,3.0,1.0,1959.0,4.0,33619.0,86,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
