State,Address,City,sale_price,sale_date,Sqr Ft,Longitude,Latitude,Lot Size,Beds,Bath,Year Built,Days On Trulia,Zipcode,listing_date,Days on Market
ca,4484 sacramento st,riverside,405000,2019-10-31,1636,-117.43517,33.94229,6534.0,3.0,2.0,1979.0,3.0,92504.0,2019-09-16,45
ga,508 allen rd ne,atlanta,382500,2019-10-31,1134,-84.37217,33.803043,10049.0,3.0,2.0,1955.0,112.0,30324.0,2019-05-30,154
fl,211 w mohawk ave,tampa,320000,2019-10-31,1577,-82.46262,27.997215,8184.0,2.0,1.0,1950.0,13.0,33604.0,2019-09-06,55
fl,2444 oak forest dr,jacksonville beach,327200,2019-10-31,1939,-81.414085,30.299221,10466.0,3.0,2.0,1993.0,3.0,32250.0,2019-10-04,27
fl,2610 rogero rd,jacksonville,63000,2019-11-01,1431,-81.58979,30.350054,9100.0,3.0,2.0,1956.0,180.0,32211.0,2019-04-04,211
ca,7709 henefer ave,los angeles,1401014,2019-11-01,1564,-118.403984,33.972443,7296.0,3.0,2.0,1950.0,3.0,90045.0,2019-10-11,21
fl,2204 e 99th ave,tampa,137000,2019-11-01,1200,-82.43426,28.039341,6605.0,3.0,2.0,2002.0,63.0,33612.0,2019-07-19,105
co,21210 e princeton pl,aurora,432000,2019-11-01,3242,-104.74115,39.638874,4499.0,3.0,3.0,2018.0,2.0,80013.0,2019-10-02,30
fl,5419 rutland ct,orlando,230000,2019-11-01,1624,-81.31488,28.510962,4131.0,3.0,3.0,1987.0,31.0,32812.0,2019-08-19,74
fl,5816 mohr loop,tampa,295500,2019-11-01,1810,-82.58716,28.003012,10555.0,4.0,2.0,2004.0,26.0,33615.0,2019-08-24,69
fl,11236 blacksmith dr,tampa,334900,2019-11-01,2080,-82.6181,28.065441,6150.0,3.0,2.0,2002.0,180.0,33626.0,2019-03-23,223
dc,643 jefferson st ne,washington,589900,2019-11-01,1734,-76.99598,38.956112,2794.0,3.0,3.0,1952.0,2.0,20011.0,2019-09-25,37
ca,4411 highland pl,riverside,485000,2019-11-01,2925,-117.39299,33.972282,6970.0,4.0,2.0,1912.0,51.0,92506.0,2019-07-30,94
ca,1316 w 58th pl,los angeles,555005,2019-11-01,1340,-118.29871,33.988102,4799.0,3.0,2.0,1912.0,55.0,90044.0,2019-07-26,98
in,3106 beacon st,fort wayne,130000,2019-11-04,1578,-85.10375,41.104866,11761.2,3.0,2.0,1973.0,7.0,46805.0,2019-09-12,53
fl,8013 la serena dr,tampa,294500,2019-11-04,2000,-82.49986,28.021976,8434.0,3.0,2.0,1978.0,180.0,33614.0,2019-03-23,226
co,1385 w custer pl,denver,270000,2019-11-04,1664,-105.005646,39.706913,6250.0,3.0,2.0,1952.0,42.0,80223.0,2019-08-08,88
dc,808 new hampshire ave nw,washington,870000,2019-11-04,1208,-77.052925,38.89992,714.0,3.0,2.0,1900.0,2.0,20037.0,2019-10-02,33
dc,1664 32nd st nw,washington,865000,2019-11-04,910,-77.0642,38.912178,769.0,2.0,2.0,1900.0,62.0,20007.0,2019-07-19,108
ga,3278 ferncliff ln,atlanta,467000,2019-11-04,2352,-84.35784,33.843315,1002.0,3.0,4.0,2012.0,48.0,30324.0,2019-08-02,94
co,4266 s richfield way,aurora,228000,2019-11-04,1479,-104.784584,39.640026,1045.0,3.0,2.0,1983.0,90.0,80013.0,2019-06-21,136
ca,6847 new ridge dr,riverside,470000,2019-11-04,1901,-117.33357,33.926193,14810.4,4.0,3.0,1989.0,41.0,92506.0,2019-08-09,87
co,17294 e mansfield ave,aurora,305000,2019-11-04,1650,-104.788086,39.64564,6621.0,4.0,2.0,1978.0,15.0,80013.0,2019-09-04,61
fl,315 s glen arven ave,temple terrace,520000,2019-11-04,3329,-82.38495,28.027393,12632.4,5.0,4.0,2018.0,76.0,33617.0,2019-07-05,122
co,4499 s tennyson st,denver,433700,2019-11-04,2795,-105.04439,39.63412,13068.0,3.0,3.0,1969.0,64.0,80236.0,2019-07-17,110
ga,645 ormewood ave se,atlanta,492900,2019-11-04,1343,-84.36631,33.733704,8625.0,3.0,3.0,1965.0,50.0,30312.0,2019-07-31,96
co,3857 s hannibal st,aurora,399900,2019-11-04,2355,-104.80865,39.645813,7100.0,4.0,4.0,1975.0,13.0,80013.0,2019-09-06,59
ca,6023 overhill dr,los angeles,1020010,2019-11-04,2921,-118.35517,33.98466,5771.0,5.0,3.0,1941.0,102.0,90043.0,2019-06-09,148
co,2215 s olive st,denver,566500,2019-11-05,2178,-104.907906,39.676254,7780.0,4.0,2.0,1973.0,14.0,80224.0,2019-09-05,61
ca,6010 hamilton dr,riverside,358000,2019-11-05,1128,-117.386635,33.96066,6534.0,3.0,1.0,1951.0,61.0,92506.0,2019-07-30,98
fl,3137 hodges blvd,jacksonville,165000,2019-11-05,1800,-81.45854,30.290203,17859.6,3.0,2.0,2008.0,22.0,32224.0,2019-08-28,69
in,929 perry lake dr,fort wayne,320900,2019-11-05,3560,-85.12998,41.20479,15681.6,4.0,3.0,1998.0,21.0,46845.0,2019-08-29,68
ca,11205 s mariposa ave,los angeles,570005,2019-11-05,2113,-118.29941,33.932613,13068.0,4.0,2.0,1947.0,180.0,90044.0,2019-03-28,222
fl,3326 herschel st,jacksonville,475000,2019-11-05,2120,-81.70273,30.301228,8430.0,3.0,3.0,1924.0,37.0,32205.0,2019-08-13,84
fl,4745 southgate dr,jacksonville,120000,2019-11-05,1253,-81.6206,30.274742,6321.0,3.0,2.0,1987.0,2.0,32207.0,2019-10-03,33
dc,1511 foxhall rd nw,washington,1499000,2019-11-05,3036,-77.08236,38.90913,5063.0,5.0,4.0,1929.0,180.0,20007.0,2019-03-23,227
co,10725 eliot cir #104,westminster,320000,2019-11-05,1115,-105.02369,39.89102,3049.0,1.0,2.0,2003.0,10.0,80234.0,2019-09-09,57
md,303 w madison st,baltimore,315000,2019-11-05,4209,-76.62042,39.29823,1039.0,3.0,3.0,1900.0,90.0,21201.0,2019-06-21,137
fl,14842 del morrow way,orlando,296000,2019-11-05,2208,-81.36358,28.34814,6060.0,4.0,3.0,2014.0,39.0,32824.0,2019-08-11,86
fl,2026 duna vista ct,atlantic beach,565000,2019-11-05,2751,-81.40377,30.353926,17424.0,3.0,3.0,1986.0,180.0,32233.0,2019-03-24,226
fl,4214 e henry ave,tampa,77000,2019-11-05,1246,-82.41109,27.999947,6848.0,3.0,1.0,1960.0,4.0,33610.0,2019-10-08,28
fl,9671 orange jasmine way,tampa,327000,2019-11-05,2689,-82.328026,28.162376,8750.0,4.0,3.0,2011.0,36.0,33647.0,2019-08-14,83
fl,4004 orkney ave,orlando,53100,2019-11-05,1728,-81.4261,28.468943,7495.0,4.0,2.0,1973.0,3.0,32809.0,2019-10-03,33
co,121 w 2nd ave,denver,660000,2019-11-05,2829,-104.98963,39.719624,3750.0,4.0,4.0,1904.0,2.0,80223.0,2019-09-27,39
fl,16096 blossom lake dr,jacksonville,221000,2019-11-05,1548,-81.64059,30.530594,6600.0,3.0,2.0,2016.0,2.0,32218.0,2019-09-27,39
fl,17909 wells rd,jacksonville,100,2019-11-06,2347,-81.94044,30.246216,189050.4,3.0,3.0,1989.0,3.0,32234.0,2019-10-02,35
fl,8331 gullege dr,jacksonville,85000,2019-11-06,1004,-81.73215,30.404247,5928.0,3.0,2.0,1975.0,2.0,32219.0,2019-09-30,37
co,5452 s genoa st,centennial,430000,2019-11-06,3289,-104.75734,39.617462,7928.0,5.0,4.0,1988.0,22.0,80015.0,2019-08-29,69
co,4198 s sebring ct,denver,525000,2019-11-06,2547,-104.89564,39.642963,9560.0,4.0,4.0,1970.0,85.0,80237.0,2019-06-26,133
fl,7838 linkside dr,jacksonville,100,2019-11-06,1499,-81.56842,30.228216,5476.0,2.0,2.0,1978.0,3.0,32256.0,2019-10-16,21
fl,5673 minute man ct,orlando,220000,2019-11-06,1643,-81.451416,28.417719,5952.0,2.0,2.0,1979.0,9.0,32821.0,2019-09-10,57
fl,9434 forest hills cir,tampa,124400,2019-11-06,1244,-82.47293,28.034977,2657.0,3.0,3.0,1985.0,136.0,33612.0,2019-05-07,183
fl,12419 sophiamarie loop,orlando,242000,2019-11-06,1230,-81.19614,28.548233,4964.0,3.0,2.0,2003.0,97.0,32828.0,2019-06-14,145
fl,124 cattail cir,saint johns,540000,2019-11-06,3593,-81.6058,30.105427,21344.4,5.0,4.0,1998.0,7.0,32259.0,2019-09-12,55
fl,4108 emilio ln,jacksonville,245000,2019-11-06,1748,-81.55292,30.464216,5352.0,4.0,2.0,2016.0,6.0,32226.0,2019-09-13,54
fl,5113 stonehaven ct,tampa,230000,2019-11-06,1185,-82.53113,28.047047,4275.0,3.0,2.0,1983.0,5.0,33624.0,2019-09-14,53
fl,1490 royal dornoch dr,jacksonville,238900,2019-11-06,1839,-81.85415,30.293642,10480.0,3.0,2.0,2009.0,7.0,32221.0,2019-09-12,55
ca,8117 westlawn ave,los angeles,2340023,2019-11-06,3446,-118.408424,33.965164,6105.0,4.0,5.0,2019.0,126.0,90045.0,2019-05-17,173
fl,2084 las palmas cir,orlando,249900,2019-11-07,1714,-81.28282,28.519474,9377.0,3.0,2.0,1980.0,67.0,32822.0,2019-07-14,116
ga,632 jefferson cir,sandy springs,412500,2019-11-07,2184,-84.362724,33.9463,2592.0,3.0,3.0,1976.0,70.0,30328.0,2019-07-11,119
fl,3028 montilla dr,jacksonville,450000,2019-11-07,2462,-81.46569,30.289635,6600.0,3.0,3.0,2017.0,56.0,32246.0,2019-07-25,105
fl,10849 breaking rocks dr,tampa,369900,2019-11-07,3217,-82.28404,28.157314,7865.0,5.0,4.0,2009.0,15.0,33647.0,2019-09-04,64
fl,1014 apopka woods ln,orlando,230000,2019-11-07,1341,-81.3532,28.376125,6263.0,3.0,2.0,1990.0,3.0,32824.0,2019-10-02,36
co,2449 n humboldt st,denver,576000,2019-11-07,1552,-104.9699,39.753,5690.0,3.0,2.0,1926.0,3.0,80205.0,2019-10-10,28
fl,11207 fireside dr,tampa,279000,2019-11-07,1464,-82.552475,28.051184,8160.0,3.0,2.0,1986.0,27.0,33625.0,2019-08-23,76
co,845 s high st,denver,840780,2019-11-07,2538,-104.965485,39.701168,4690.0,3.0,2.0,1921.0,42.0,80209.0,2019-08-08,91
co,2879 s killarney way,aurora,425000,2019-11-07,3660,-104.75025,39.664993,6534.0,3.0,3.0,2006.0,34.0,80013.0,2019-08-17,82
ca,1315 w 56th st,los angeles,431004,2019-11-07,951,-118.29859,33.99175,3518.0,2.0,1.0,1923.0,3.0,90037.0,2019-09-16,52
dc,2934 garfield st nw,washington,1525000,2019-11-08,2528,-77.059746,38.92674,5084.0,3.0,3.0,1957.0,2.0,20008.0,2019-09-27,42
ga,12 palace green pl nw,atlanta,268500,2019-11-08,1320,-84.44152,33.82368,1320.0,2.0,3.0,1979.0,24.0,30318.0,2019-08-26,74
fl,4123 berkshire bay ct,orlando,215000,2019-11-08,1126,-81.286415,28.487686,3755.0,3.0,2.0,2006.0,2.0,32822.0,2019-10-15,24
fl,806 w idlewild ave,tampa,175000,2019-11-08,796,-82.469284,28.001408,5100.0,2.0,1.0,1954.0,6.0,33604.0,2019-09-13,56
fl,8018 n ola ave,tampa,100,2019-11-08,1040,-82.465836,28.020857,6615.0,3.0,2.0,1951.0,41.0,33604.0,2019-08-23,77
ca,13910 seven hills dr,riverside,650000,2019-11-08,2413,-117.4194,33.879963,21344.4,3.0,2.0,2001.0,76.0,92503.0,2019-07-08,123
ca,4045 bemis st,los angeles,825008,2019-11-08,2050,-118.26968,34.134583,7002.0,5.0,2.0,1916.0,63.0,90039.0,2019-07-18,113
ca,3943 mclaughlin ave,los angeles,3199031,2019-11-08,4250,-118.42275,34.005787,7758.0,6.0,7.0,1939.0,140.0,90066.0,2019-05-02,190
in,13608 tuscon pass,fort wayne,284900,2019-11-08,1816,-85.31715,41.064346,11325.6,3.0,2.0,2006.0,2.0,46814.0,2019-09-23,46
co,4155 s richfield way,aurora,250000,2019-11-08,1712,-104.78636,39.641132,1263.0,3.0,2.0,1983.0,2.0,80013.0,2019-09-18,51
ca,241 w gage ave,los angeles,470004,2019-11-08,2703,-118.27751,33.982674,4724.0,3.0,3.0,1926.0,31.0,90003.0,2019-08-19,81
ca,219 maravilla dr,riverside,430000,2019-11-08,1498,-117.31614,33.982468,10454.0,4.0,2.0,1969.0,27.0,92507.0,2019-08-28,72
ga,3927 willow cove way sw,atlanta,146500,2019-11-08,1656,-84.51636,33.74347,12196.8,4.0,2.0,1972.0,45.0,30331.0,2019-08-05,95
ga,4090 fairburn ave sw,atlanta,170000,2019-11-08,1182,-84.52313,33.691696,24393.6,3.0,3.0,1950.0,168.0,30331.0,2019-04-04,218
ga,1356 paces forest dr nw,atlanta,950000,2019-11-11,2802,-84.423454,33.847305,37897.2,3.0,5.0,1957.0,36.0,30327.0,2019-08-14,89
fl,20124 tamiami ave,tampa,405000,2019-11-12,3509,-82.34112,28.16178,8400.0,4.0,3.0,2006.0,12.0,33647.0,2019-09-07,66
fl,5105 dorrington ln,orlando,227200,2019-11-12,2094,-81.4402,28.394316,11761.2,4.0,2.0,1988.0,113.0,32821.0,2019-05-29,167
fl,4402 peppermill pl,jacksonville,200000,2019-11-12,1872,-81.59903,30.17334,8288.0,2.0,3.0,1986.0,39.0,32257.0,2019-08-11,93
fl,19328 autumn woods ave,tampa,400000,2019-11-12,2776,-82.37281,28.15461,11325.6,4.0,3.0,2004.0,3.0,33647.0,2019-10-09,34
co,18179 e ida dr,centennial,572500,2019-11-12,4468,-104.776276,39.610252,9148.0,5.0,5.0,1999.0,2.0,80015.0,2019-10-03,40
fl,46 ghillie brogue ln,saint johns,372000,2019-11-12,3563,-81.595474,30.07719,12196.8,5.0,4.0,2017.0,117.0,32259.0,2019-05-25,171
co,2940 s perry way,denver,370000,2019-11-12,2222,-105.04125,39.66146,10890.0,4.0,2.0,1956.0,75.0,80236.0,2019-07-06,129
fl,16105 w prestwick pl,miami lakes,780000,2019-11-12,4595,-80.31849,25.920433,12196.8,4.0,4.0,1971.0,180.0,33014.0,2019-03-23,234
fl,9153 rockrose dr,tampa,309000,2019-11-12,2409,-82.34883,28.144434,9680.0,4.0,2.0,1989.0,144.0,33647.0,2019-04-29,197
co,16699 e hialeah ave,centennial,447000,2019-11-12,3092,-104.793816,39.62235,5053.0,4.0,4.0,1994.0,48.0,80015.0,2019-08-02,102
ca,2312 wellesley ave,los angeles,1450014,2019-11-12,1951,-118.452736,34.02946,6250.0,5.0,3.0,1961.0,180.0,90064.0,2019-03-23,234
fl,10404 groton st,orlando,230000,2019-11-12,2152,-81.236374,28.575813,7544.0,4.0,3.0,1960.0,61.0,32817.0,2019-07-20,115
fl,1619 e jefferson st,orlando,749900,2019-11-13,3328,-81.3595,28.545177,7089.0,5.0,5.0,2015.0,64.0,32803.0,2019-07-17,119
ca,1042 hyperion ave,los angeles,1050010,2019-11-13,1732,-118.27983,34.09075,7347.0,4.0,3.0,1912.0,160.0,90029.0,2019-04-12,215
fl,3100 sheridan ave,miami beach,1250000,2019-11-13,1992,-80.12933,25.80766,14810.4,3.0,2.0,1920.0,8.0,33140.0,2019-10-08,36
in,12214 kimball run,fort wayne,174900,2019-11-13,2317,-85.16205,41.19525,6600.0,4.0,3.0,2002.0,5.0,46845.0,2019-09-14,60
ca,4440 victoria park dr,los angeles,1500015,2019-11-13,6130,-118.33226,34.046795,8876.0,8.0,6.0,1910.0,56.0,90019.0,2019-07-25,111
ca,2840 n greenbrier rd,long beach,860008,2019-11-13,2019,-118.13259,33.80765,6005.0,4.0,2.0,1953.0,6.0,90815.0,2019-09-13,61
co,787 s locust st,denver,306000,2019-11-14,1211,-104.91433,39.702255,555.0,2.0,3.0,2000.0,14.0,80224.0,2019-09-05,70
ga,2353 polar rock ave sw,atlanta,0,2019-11-14,1000,-84.39648,33.69021,9901.0,3.0,1.0,1956.0,34.0,30315.0,2019-08-16,90
fl,11929 yellow fin trl,orlando,430000,2019-11-14,2516,-81.26959,28.390448,9110.0,4.0,3.0,2012.0,136.0,32827.0,2019-05-06,192
fl,1101 latta ln,orlando,485000,2019-11-14,2958,-81.38705,28.56044,5282.0,4.0,3.0,1999.0,2.0,32804.0,2019-09-18,57
fl,2956 anniston rd,jacksonville,150100,2019-11-14,1544,-81.54031,30.291714,25700.4,3.0,2.0,1960.0,6.0,32246.0,2019-09-13,62
fl,1719 montview st,orlando,165000,2019-11-14,1004,-81.40427,28.515032,7651.0,2.0,1.0,1960.0,6.0,32805.0,2019-09-13,62
ga,726 brookline st sw,atlanta,280000,2019-11-14,1464,-84.411385,33.72678,9601.0,3.0,2.0,1925.0,10.0,30310.0,2019-09-09,66
ca,6010 s garth ave,los angeles,1260012,2019-11-14,2900,-118.373245,33.98449,8118.0,4.0,3.0,1954.0,70.0,90056.0,2019-07-11,126
fl,5001 hidden springs blvd,orlando,355000,2019-11-14,2222,-81.48581,28.491692,14374.8,3.0,2.0,1981.0,36.0,32819.0,2019-08-14,92
ga,3149 rockingham dr nw,atlanta,990000,2019-11-14,3300,-84.41638,33.836918,30927.6,4.0,3.0,1973.0,49.0,30327.0,2019-08-01,105
fl,3613 w platt st,tampa,465000,2019-11-14,2590,-82.50288,27.94234,7500.0,4.0,3.0,1990.0,6.0,33609.0,2019-09-13,62
ca,1611 n gardner st,los angeles,1660016,2019-11-15,1654,-118.35316,34.100246,7024.0,4.0,3.0,1910.0,18.0,90046.0,2019-09-04,72
fl,3145 toscana cir,tampa,259000,2019-11-15,1697,-82.49565,27.88551,1411.0,3.0,3.0,2004.0,64.0,33611.0,2019-08-16,91
fl,5412 schipman ct,tampa,110000,2019-11-15,2004,-82.405426,27.997711,10873.0,5.0,3.0,1957.0,6.0,33610.0,2019-09-13,63
fl,3220 barnstable pl,orlando,240000,2019-11-15,1693,-81.343025,28.445145,10108.0,4.0,2.0,1961.0,28.0,32827.0,2019-08-22,85
ga,855 armand ct ne,atlanta,340000,2019-11-15,1215,-84.35948,33.81512,10049.0,3.0,2.0,1959.0,84.0,30324.0,2019-06-27,141
fl,212 springwood ln,saint johns,291000,2019-11-15,2189,-81.61352,30.123068,12196.8,4.0,2.0,1996.0,2.0,32259.0,2019-09-30,46
fl,4701 w wallace ave,tampa,235000,2019-11-15,1161,-82.52296,27.885473,6048.0,3.0,1.0,1954.0,55.0,33611.0,2019-07-26,112
fl,10038 sifton ct,jacksonville,296000,2019-11-15,1880,-81.53845,30.263515,8312.0,3.0,2.0,2003.0,30.0,32246.0,2019-08-20,87
fl,10120 dominican dr,cutler bay,318000,2019-11-15,1615,-80.35583,25.575396,8426.0,3.0,2.0,1955.0,93.0,33189.0,2019-06-18,150
fl,7205 s saint patrick st,tampa,450000,2019-11-15,2848,-82.52247,27.86171,5500.0,4.0,4.0,2006.0,2.0,33616.0,2019-10-10,36
md,554 e 38th st,baltimore,180000,2019-11-15,1850,-76.60768,39.335537,1698.0,4.0,2.0,1922.0,180.0,21218.0,2019-04-22,207
fl,6811 n marie ave,tampa,297000,2019-11-15,1912,-82.503944,28.009327,11325.6,3.0,2.0,1958.0,4.0,33614.0,2019-09-16,60
fl,1604 e concord st,orlando,387900,2019-11-15,1683,-81.35983,28.55119,1400.0,3.0,4.0,2019.0,172.0,32803.0,2019-03-31,229
fl,639 matterhorn rd,jacksonville,219900,2019-11-15,1773,-81.57946,30.301994,9141.0,4.0,3.0,1957.0,139.0,32216.0,2019-05-03,196
fl,6000 beau ln,orlando,243000,2019-11-15,2438,-81.46406,28.585821,27878.4,4.0,2.0,1968.0,91.0,32808.0,2019-06-20,148
in,3506 amulet dr,fort wayne,177000,2019-11-15,1752,-85.07098,41.110043,14374.8,4.0,3.0,1969.0,2.0,46815.0,2019-10-10,36
fl,928 fountain coin loop,orlando,420500,2019-11-15,2925,-81.15522,28.547813,6747.0,4.0,3.0,2016.0,4.0,32828.0,2019-10-04,42
ca,1123 e 126th st,los angeles,480004,2019-11-15,1225,-118.25521,33.918697,5400.0,3.0,2.0,1946.0,8.0,90059.0,2019-09-11,65
fl,3042 carley estates ct,orlando,277500,2019-11-15,1614,-81.237816,28.591839,7358.0,3.0,2.0,2013.0,3.0,32817.0,2019-10-14,32
ga,1029 drewry st ne,atlanta,1589000,2019-11-15,1539,-84.35361,33.777832,7449.0,5.0,5.0,2016.0,14.0,30306.0,2019-09-05,71
co,1000 revere st,aurora,330000,2019-11-15,1500,-104.84234,39.732086,8102.0,3.0,2.0,1953.0,10.0,80011.0,2019-09-09,67
co,2280 s linley ct,denver,288000,2019-11-15,710,-105.03348,39.675777,6210.0,2.0,1.0,1951.0,2.0,80219.0,2019-09-20,56
fl,2 e king st,orlando,805000,2019-11-16,3100,-81.37893,28.576357,6499.0,4.0,3.0,2019.0,3.0,32804.0,2019-10-02,45
fl,524 s 63rd st,tampa,160000,2019-11-18,1360,-82.382935,27.944542,45738.0,3.0,1.0,1953.0,106.0,33619.0,2019-06-05,166
dc,210 bates st nw,washington,696000,2019-11-18,2361,-77.014015,38.910187,1509.0,3.0,3.0,1906.0,112.0,20001.0,2019-05-30,172
dc,1327 d st ne,washington,935000,2019-11-18,2911,-76.987206,38.894585,1238.0,4.0,5.0,1915.0,180.0,20002.0,2019-03-23,240
fl,3355 foxridge cir,tampa,299000,2019-11-18,2130,-82.49881,28.0793,12196.8,3.0,3.0,1983.0,64.0,33618.0,2019-07-17,124
md,2032 gough st,baltimore,244250,2019-11-18,1740,-76.587616,39.288097,1001.0,3.0,3.0,1900.0,111.0,21231.0,2019-05-31,171
md,505 s madeira st,baltimore,191000,2019-11-18,1120,-76.58483,39.285515,871.0,2.0,2.0,1980.0,140.0,21231.0,2019-05-02,200
fl,5309 renoir dr,orlando,220000,2019-11-18,1333,-81.47285,28.60963,11325.6,3.0,2.0,1984.0,2.0,32818.0,2019-10-06,43
co,24416 e powers ave,aurora,439000,2019-11-18,2886,-104.703926,39.614574,5501.0,4.0,3.0,2010.0,8.0,80016.0,2019-09-11,68
fl,1032 busac ave,jacksonville,120000,2019-11-18,1222,-81.76373,30.304983,8400.0,3.0,2.0,1956.0,2.0,32205.0,2019-10-11,38
fl,12109 steppingstone blvd,tampa,280000,2019-11-19,1633,-82.62191,28.037117,9165.0,4.0,2.0,1988.0,5.0,33635.0,2019-09-14,66
co,25841 e archer ave,aurora,427000,2019-11-19,3086,-104.686,39.715733,6438.0,4.0,3.0,2013.0,13.0,80018.0,2019-09-06,74
fl,4500 meadowbrook ave,orlando,180000,2019-11-19,1200,-81.45905,28.597479,8037.0,4.0,2.0,1959.0,3.0,32808.0,2019-10-14,36
co,23341 e berry ave,aurora,419900,2019-11-19,3217,-104.71605,39.616283,5227.0,3.0,3.0,2007.0,77.0,80016.0,2019-07-04,138
ca,3469 lee st,los angeles,440004,2019-11-19,764,-118.19975,34.02544,3749.0,2.0,1.0,1910.0,143.0,90023.0,2019-04-29,204
fl,805 river wind ave,orlando,245000,2019-11-19,1224,-81.23481,28.532372,7264.0,3.0,2.0,1993.0,6.0,32825.0,2019-10-11,39
fl,4207 rosewood ave,jacksonville,245000,2019-11-19,1294,-81.64691,30.276432,9315.0,3.0,1.0,1948.0,3.0,32207.0,2019-09-16,64
co,3823 dyanna dr,thornton,375000,2019-11-19,2210,-104.942,39.93175,4792.0,3.0,3.0,1988.0,3.0,80241.0,2019-10-16,34
in,1286 gateway trl,fort wayne,240000,2019-11-19,2208,-85.15899,41.20261,8515.0,4.0,3.0,2013.0,2.0,46845.0,2019-10-01,49
dc,6934 9th st nw,washington,815000,2019-11-19,2975,-77.02589,38.97481,4818.0,4.0,2.0,1919.0,4.0,20012.0,2019-10-10,40
fl,6529 aladdin dr,orlando,136300,2019-11-19,1434,-81.47194,28.610397,10866.0,4.0,1.5,1971.0,2.0,32818.0,2019-10-15,35
co,1663 s vrain st,denver,445000,2019-11-19,1980,-105.0464,39.686516,6000.0,4.0,3.0,1955.0,2.0,80219.0,2019-10-17,33
dc,3308 woodley rd nw,washington,2850000,2019-11-19,5689,-77.06548,38.93099,10000.0,6.0,6.0,1923.0,7.0,20008.0,2019-09-12,68
fl,6991 coldwater dr,jacksonville,219900,2019-11-20,1576,-81.52592,30.123484,2406.0,3.0,3.0,2015.0,56.0,32258.0,2019-07-25,118
fl,25 bay heights dr,miami,985000,2019-11-20,1889,-80.21498,25.746216,10374.0,3.0,2.0,1954.0,4.0,33133.0,2019-10-08,43
co,624 s osceola st,denver,305000,2019-11-20,1202,-105.03796,39.705147,3000.0,3.0,3.0,2005.0,87.0,80219.0,2019-07-11,132
in,1623 coronado ct,fort wayne,229900,2019-11-20,2526,-85.16506,41.18104,14374.8,5.0,4.0,1991.0,51.0,46845.0,2019-07-30,113
ca,5342 smiley dr,los angeles,2400024,2019-11-20,1096,-118.36138,34.028503,4799.0,3.0,1.0,1922.0,12.0,90016.0,2019-10-07,44
dc,1213 linden pl ne,washington,785000,2019-11-20,1821,-76.98952,38.899395,1044.0,3.0,2.0,1900.0,9.0,20002.0,2019-09-10,71
fl,4708 jonathan charles dr,orlando,189500,2019-11-20,1185,-81.471886,28.601868,8640.0,3.0,2.0,1981.0,90.0,32818.0,2019-07-31,112
dc,4610 5th st nw,washington,570000,2019-11-20,2160,-77.01965,38.94675,1700.0,4.0,2.0,1924.0,55.0,20011.0,2019-07-26,117
co,740 n marion st,denver,10,2019-11-20,4691,-104.97145,39.728058,6250.0,5.0,5.0,1908.0,105.0,80218.0,2019-06-06,167
ca,19423 de marco rd,riverside,523000,2019-11-20,3381,-117.32332,33.90381,9147.0,5.0,3.0,2001.0,72.0,92508.0,2019-07-10,133
ca,11808 fellows ave,san fernando,565005,2019-11-20,1705,-118.41961,34.28409,7594.0,4.0,2.0,1958.0,6.0,91340.0,2019-10-08,43
in,1640 rosemont dr,fort wayne,86700,2019-11-20,1839,-85.16365,41.0953,5400.0,3.0,2.0,1945.0,3.0,46808.0,2019-10-03,48
fl,1768 daytonia rd,miami beach,2100000,2019-11-20,2866,-80.13938,25.863104,10275.0,3.0,2.0,1946.0,2.0,33141.0,2019-09-18,63
ca,5234 de longpre ave,los angeles,1480014,2019-11-20,3328,-118.30446,34.096546,4762.0,4.0,4.0,1923.0,180.0,90027.0,2019-03-23,242
fl,14639 braddock oak dr,orlando,475000,2019-11-20,3062,-81.450134,28.349318,10295.0,5.0,3.0,1999.0,135.0,32837.0,2019-05-07,197
dc,4744 reservoir rd nw,washington,1100000,2019-11-20,2081,-77.09149,38.914234,5413.0,4.0,3.0,1940.0,4.0,20007.0,2019-09-27,54
fl,2301 s westmoreland dr,orlando,120000,2019-11-21,1545,-81.39265,28.518105,6699.0,4.0,2.0,1944.0,35.0,32805.0,2019-08-15,98
fl,15135 willowdale rd,tampa,327900,2019-11-21,1920,-82.54987,28.08914,18730.8,4.0,2.0,1987.0,2.0,33625.0,2019-09-29,53
ga,670 florence pl nw,atlanta,120000,2019-11-21,1152,-84.44224,33.773964,12196.8,2.0,1.0,1939.0,2.0,30318.0,2019-10-16,36
ca,11209 hooper ave,los angeles,405004,2019-11-21,835,-118.252495,33.93279,4993.0,2.0,1.0,1940.0,22.0,90059.0,2019-09-05,77
md,6610 eastern pkwy,baltimore,155000,2019-11-21,1642,-76.54595,39.360264,8472.0,4.0,3.0,1938.0,2.0,21214.0,2019-09-17,65
fl,14709 tudor chase dr,tampa,760000,2019-11-21,3869,-82.6284,28.081411,9101.0,5.0,4.0,2006.0,2.0,33626.0,2019-10-04,48
dc,1804 vermont ave nw,washington,1075000,2019-11-21,2094,-77.026794,38.914993,632.0,3.0,4.0,1880.0,17.0,20001.0,2019-09-02,80
fl,4051 montrose ct,orlando,279000,2019-11-21,1250,-81.33418,28.50117,9127.0,3.0,2.0,1957.0,2.0,32812.0,2019-10-08,44
