State,Address,City,sale_price,sale_date,Sqr Ft,Longitude,Latitude,Lot Size,Beds,Bath,Year Built,Days On Trulia,Zipcode,listing_date,Days on Market
co,1717 s humboldt st,denver,610000,2019-12-13,2165,-104.97021,39.685284,6240.0,3.0,2.0,1923.0,2.0,80210.0,2019-10-04,70
fl,12676 willow springs ct,jacksonville,277000,2019-12-13,2016,-81.471275,30.299915,8109.0,4.0,2.5,2004.0,52.0,32246.0,2019-07-29,137
fl,10670 aventura dr,jacksonville,443000,2019-12-13,2399,-81.5011,30.195042,2178000.0,4.0,3.0,2019.0,140.0,32256.0,2019-06-07,189
fl,9616 cypress brook rd,tampa,153000,2019-12-13,1866,-82.33593,28.148476,8250.0,3.0,2.0,1988.0,3.0,33647.0,2019-10-10,64
ga,449 greenwood ave ne,atlanta,1250000,2019-12-13,2288,-84.3724,33.77682,10881.0,4.0,3.0,1916.0,29.0,30308.0,2019-08-21,114
co,1535 hanover st,aurora,315000,2019-12-13,2752,-104.86735,39.741096,9583.0,6.0,3.0,1927.0,89.0,80010.0,2019-06-22,174
ca,5712 alviso ave,los angeles,790007,2019-12-13,1510,-118.34376,33.990307,5800.0,3.0,2.0,1938.0,57.0,90043.0,2019-07-25,141
fl,14386 rockledge grove ct,orlando,465000,2019-12-16,4001,-81.16625,28.541012,7126.0,7.0,5.0,2007.0,30.0,32828.0,2019-08-20,118
fl,1430 easton st,orlando,160000,2019-12-16,980,-81.268364,28.565641,5444.0,2.0,2.0,1984.0,2.0,32825.0,2019-09-30,77
ca,1740 w 62nd st,los angeles,635006,2019-12-16,2590,-118.30819,33.983,4892.0,5.0,5.0,1926.0,8.0,90047.0,2019-09-11,96
fl,10022 alcock rd,orlando,275000,2019-12-16,2340,-81.243515,28.572212,87120.0,6.0,4.0,1949.0,2.0,32817.0,2019-10-03,74
ga,3407 rockhaven cir ne,atlanta,410000,2019-12-16,3553,-84.350586,33.846275,22215.6,5.0,2.0,1954.0,180.0,30324.0,2019-04-09,251
fl,830 maumee st,orlando,340000,2019-12-16,3459,-81.15488,28.553335,5500.0,4.0,3.0,2013.0,28.0,32828.0,2019-08-22,116
fl,14912 wild wood lily ct,orlando,283000,2019-12-16,2376,-81.362045,28.349747,9179.0,4.0,3.0,1993.0,28.0,32824.0,2019-08-22,116
fl,800 e norfolk st,tampa,200000,2019-12-16,1180,-82.45323,28.011898,5750.0,3.0,2.0,1941.0,126.0,33604.0,2019-05-16,214
md,412 s eden st,baltimore,187000,2019-12-16,1500,-76.5986,39.286045,435.0,3.0,2.0,1870.0,18.0,21231.0,2019-09-01,106
co,4630 w evans ave,denver,1025000,2019-12-16,3407,-105.04611,39.679016,15681.6,3.0,3.0,1956.0,5.0,80219.0,2019-10-10,67
fl,2523 forbes st,jacksonville,570000,2019-12-16,3468,-81.68944,30.313253,5757.0,6.0,6.0,1927.0,24.0,32204.0,2019-08-26,112
fl,1743 e 27th st,jacksonville,21500,2019-12-16,816,-81.63177,30.3615,5103.0,2.0,1.0,1986.0,4.0,32206.0,2019-10-01,76
fl,5972 winchester isle rd,orlando,288000,2019-12-17,2685,-81.26927,28.475235,12196.8,4.0,3.0,2005.0,111.0,32829.0,2019-06-21,179
ca,110 w 48th st,los angeles,365003,2019-12-17,1134,-118.274414,33.999004,2400.0,2.0,2.0,1923.0,180.0,90037.0,2019-04-15,246
ca,7365 pico ave,riverside,380000,2019-12-17,1536,-117.44419,33.97917,9148.0,3.0,2.0,1977.0,180.0,92509.0,2019-03-23,269
co,7451 s ireland ct,centennial,1090000,2019-12-17,5586,-104.75007,39.5811,98010.0,7.0,7.0,1987.0,180.0,80016.0,2019-03-23,269
ca,6650 colgate ave,los angeles,1765017,2019-12-17,1831,-118.372284,34.07004,6048.0,3.0,2.0,1927.0,69.0,90048.0,2019-07-12,158
fl,10291 park commons dr,orlando,207500,2019-12-17,1510,-81.210434,28.40633,1683.0,3.0,3.0,2006.0,4.0,32832.0,2019-10-13,65
fl,12670 richfield blvd,jacksonville,215000,2019-12-18,1848,-81.60842,30.469923,8636.0,4.0,2.0,2002.0,42.0,32218.0,2019-08-08,132
ca,162 w 65th st,los angeles,605006,2019-12-18,2462,-118.27608,33.980377,6690.0,4.0,4.0,1941.0,2.0,90003.0,2019-10-14,65
fl,6701 tamarind cir,orlando,283000,2019-12-18,2441,-81.49269,28.464321,19166.4,4.0,2.0,1977.0,10.0,32819.0,2019-09-09,100
fl,10143 chesham dr,orlando,265000,2019-12-18,1632,-81.24113,28.611416,6600.0,4.0,2.0,1987.0,26.0,32817.0,2019-08-24,116
md,601 e 36th st,baltimore,152000,2019-12-18,2088,-76.6074,39.332104,1742.0,4.0,2.0,1927.0,76.0,21218.0,2019-07-05,166
md,4305 medfield ave,baltimore,339990,2019-12-18,2151,-76.64056,39.33936,1481.0,3.0,3.0,2019.0,178.0,21211.0,2019-04-19,243
fl,2911 w alline ave,tampa,1670000,2019-12-18,4903,-82.49128,27.898258,8432.0,5.0,6.0,2019.0,180.0,33611.0,2019-03-24,269
co,3152 n marion st,denver,414000,2019-12-18,1249,-104.97179,39.76179,3120.0,3.0,2.0,1893.0,67.0,80205.0,2019-07-19,152
co,858 s york st,denver,1625000,2019-12-18,4440,-104.960236,39.70092,6250.0,4.0,5.0,2007.0,132.0,80209.0,2019-05-10,222
fl,1121 webster ave,orlando,327500,2019-12-18,1842,-81.39676,28.587229,13939.2,3.0,2.0,1951.0,34.0,32804.0,2019-08-16,124
co,1990 s dexter st,denver,384000,2019-12-18,1670,-104.93263,39.680473,8540.0,4.0,2.0,1959.0,43.0,80222.0,2019-08-07,133
fl,11205 green park cir,tampa,385000,2019-12-18,2863,-82.61146,28.084688,2319.0,5.0,3.0,2006.0,41.0,33626.0,2019-08-09,131
in,714 pelham dr,fort wayne,103000,2019-12-18,1880,-85.14946,41.13563,24829.2,3.0,2.0,1962.0,27.0,46825.0,2019-08-23,117
co,6287 n flanders st,aurora,435000,2019-12-18,3220,-104.75924,39.81082,6882.0,3.0,4.0,2013.0,41.0,80019.0,2019-08-23,117
ca,5401 huntington dr n,los angeles,772507,2019-12-19,3901,-118.16283,34.09248,4687.0,4.0,2.0,1970.0,9.0,90032.0,2019-09-10,100
in,2922 greenbriar dr,fort wayne,188000,2019-12-19,1844,-85.25427,41.0572,16988.4,4.0,3.0,1967.0,44.0,46804.0,2019-09-03,107
fl,925 e sligh ave,tampa,239000,2019-12-19,1492,-82.44936,28.010399,7280.0,3.0,2.0,2019.0,180.0,33604.0,2019-03-23,271
ca,2214 selig dr,los angeles,817508,2019-12-19,1219,-118.25996,34.08934,1001.0,2.0,3.0,2015.0,71.0,90026.0,2019-07-10,162
fl,5205 ridgecrest ave,jacksonville,213000,2019-12-19,2939,-81.61281,30.291128,42688.8,4.0,2.0,1947.0,2.0,32207.0,2019-09-17,93
fl,15306 montesino dr,orlando,315000,2019-12-19,2488,-81.14955,28.543613,6250.0,4.0,3.0,2010.0,133.0,32828.0,2019-05-09,224
fl,9486 maple hill ct,orlando,468000,2019-12-19,3529,-81.25016,28.432686,13503.6,5.0,4.0,2005.0,85.0,32832.0,2019-06-26,176
fl,9851 dominican dr,cutler bay,280000,2019-12-20,1678,-80.35123,25.577711,8250.0,4.0,1.0,1954.0,29.0,33189.0,2019-08-21,121
fl,5002 aventura blvd,orlando,210000,2019-12-20,1438,-81.402985,28.488781,4200.0,4.0,2.0,1998.0,89.0,32839.0,2019-06-22,181
fl,4043 courtside way,tampa,389200,2019-12-20,2582,-82.51158,28.074266,2578.0,3.0,3.0,2007.0,55.0,33618.0,2019-07-26,147
fl,6152 orange hill ct,orlando,660000,2019-12-20,3972,-81.50084,28.459131,16552.8,5.0,5.0,1984.0,180.0,32819.0,2019-03-23,272
md,623 mckewin ave,baltimore,170000,2019-12-20,1946,-76.60674,39.332726,1280.0,3.0,2.0,1923.0,154.0,21218.0,2019-04-18,246
fl,5814 oxford dr,tampa,282000,2019-12-20,1838,-82.58723,28.000818,7960.0,3.0,2.0,1965.0,180.0,33615.0,2019-03-23,272
fl,7031 arques rd,jacksonville,145000,2019-12-20,1328,-81.76414,30.307354,9916.0,3.0,2.0,1957.0,46.0,32205.0,2019-08-04,138
fl,2647 ballard ave,orlando,365000,2019-12-20,2376,-81.07763,28.508083,11325.6,4.0,2.0,2019.0,2.0,32833.0,2019-10-29,52
fl,1709 w arctic st,tampa,140000,2019-12-20,1626,-82.47677,28.028774,6301.0,2.0,3.0,1927.0,64.0,33604.0,2019-07-17,156
fl,10912 ventnor ave,jacksonville,253500,2019-12-20,2358,-81.73229,30.431414,5998.0,4.0,3.0,2019.0,8.0,32218.0,2019-10-04,77
ca,19208 vintage woods dr,riverside,425000,2019-12-20,1834,-117.32639,33.911755,5227.0,4.0,3.0,1994.0,100.0,92508.0,2019-06-11,192
fl,12 n john st,orlando,230000,2019-12-20,1447,-81.46255,28.541643,7001.0,3.0,2.0,2019.0,11.0,32835.0,2019-10-08,73
in,1435 latimer ct,fort wayne,379000,2019-12-20,4419,-85.12385,41.173515,25264.8,5.0,6.0,1997.0,3.0,46825.0,2019-10-16,65
dc,409 missouri ave nw,washington,558000,2019-12-23,1980,-77.018456,38.95817,1798.0,3.0,4.0,1920.0,5.0,20011.0,2019-09-14,100
ga,944 deckner ave sw,atlanta,182000,2019-12-23,1171,-84.41913,33.713577,8499.0,2.0,2.0,1925.0,20.0,30310.0,2019-08-30,115
fl,6008 gibson ave,tampa,163000,2019-12-23,1780,-82.389496,28.063463,1589.0,3.0,4.0,2009.0,2.0,33617.0,2019-10-10,74
fl,14310 leaning pine dr,miami lakes,590000,2019-12-23,2689,-80.3167,25.903244,12632.4,3.0,2.0,1968.0,2.0,33014.0,2019-09-25,89
fl,4507 viewridge way,tampa,252500,2019-12-23,1768,-82.51839,28.046127,8772.0,4.0,2.0,1984.0,4.0,33624.0,2019-10-08,76
fl,1105 e genesee st,tampa,390000,2019-12-23,1965,-82.44804,27.984093,7588.0,3.0,2.0,1948.0,2.0,33603.0,2019-10-12,72
fl,5825 silver moon ave,tampa,257000,2019-12-23,1688,-82.55357,28.09159,7500.0,3.0,2.0,1987.0,27.0,33625.0,2019-08-23,122
fl,8309 windsor bluff dr,tampa,470000,2019-12-23,4020,-82.37423,28.161583,14374.8,5.0,5.0,2006.0,180.0,33647.0,2019-03-23,275
in,5325 glenridge dr,fort wayne,135000,2019-12-23,1550,-85.07347,41.1278,16988.4,3.0,2.0,1965.0,2.0,46835.0,2019-10-17,67
ga,2196 polar rock ter sw,atlanta,160400,2019-12-23,1000,-84.3944,33.694424,9601.0,4.0,2.0,1955.0,5.0,30315.0,2019-10-11,73
fl,10602 patchwork rd,jacksonville,176500,2019-12-23,1365,-81.76997,30.42534,36154.8,3.0,2.0,2019.0,2.0,32219.0,2019-10-28,56
fl,1121 ballyshannon pkwy,orlando,286500,2019-12-23,2035,-81.20393,28.528269,6010.0,4.0,2.0,1995.0,7.0,32828.0,2019-10-10,74
fl,4104 interlake dr,tampa,325000,2019-12-23,1982,-82.51204,28.09027,9200.0,4.0,2.0,1985.0,2.0,33624.0,2019-10-17,67
ca,9143 santa barbara dr,riverside,0,2019-12-24,2870,-117.3186,33.88464,7405.0,4.0,3.0,2005.0,134.0,92508.0,2019-05-09,229
ca,5545 spokane st,los angeles,749007,2019-12-24,1008,-118.36758,34.02732,5489.0,3.0,1.0,1944.0,45.0,90016.0,2019-08-05,141
ca,6521 e el roble st,long beach,850008,2019-12-24,1695,-118.10535,33.787727,8123.0,3.0,3.0,1958.0,7.0,90815.0,2019-10-12,73
fl,1143 43rd st,orlando,170000,2019-12-26,1140,-81.39376,28.497894,5436.0,3.0,2.0,1990.0,3.0,32839.0,2019-10-14,73
ca,3185 larga ave,los angeles,998509,2019-12-26,2480,-118.25324,34.112183,5404.0,6.0,4.0,1924.0,2.0,90039.0,2019-10-28,59
dc,224 seaton pl ne,washington,839000,2019-12-26,2622,-77.002686,38.91503,1500.0,4.0,4.0,1923.0,64.0,20002.0,2019-07-18,161
co,8705 e radcliff ave,denver,557500,2019-12-26,3019,-104.888725,39.63691,12196.8,4.0,4.0,1969.0,8.0,80237.0,2019-09-11,106
ga,61 moury ave se,atlanta,75000,2019-12-26,1075,-84.38574,33.71297,7501.0,2.0,2.0,1953.0,143.0,30315.0,2019-04-29,241
ca,7925 beland ave,los angeles,1842018,2019-12-26,2410,-118.40432,33.969543,8851.0,4.0,4.0,1951.0,4.0,90045.0,2019-09-15,102
ca,3850 s victoria ave,los angeles,1075010,2019-12-26,1993,-118.33636,34.015774,6254.0,3.0,3.0,1942.0,172.0,90008.0,2019-05-06,234
fl,613 wheaton trent pl,tampa,155000,2019-12-26,1200,-82.403496,27.943575,823.0,2.0,3.0,2007.0,3.0,33619.0,2019-10-03,84
fl,13808 blue lagoon way,orlando,300000,2019-12-27,2000,-81.178246,28.541391,7199.0,4.0,3.0,1996.0,72.0,32828.0,2019-07-09,171
ga,1340 westmont rd sw,atlanta,330000,2019-12-27,2500,-84.437325,33.718853,7501.0,4.0,3.0,1948.0,3.0,30311.0,2019-09-30,88
fl,314 north st,neptune beach,915000,2019-12-27,3000,-81.39659,30.315351,10708.0,4.0,4.0,1948.0,180.0,32266.0,2019-03-24,278
md,1847 loch shiel rd,towson,211400,2019-12-27,1920,-76.56903,39.38672,2260.0,3.0,2.0,1949.0,108.0,21286.0,2019-06-03,207
ca,103 n hayworth ave,los angeles,2620026,2019-12-27,6007,-118.36294,34.074574,6607.0,10.0,8.0,1958.0,13.0,90048.0,2019-09-06,112
fl,5855 windermere dr,jacksonville,165000,2019-12-27,1534,-81.5989,30.338083,8553.0,3.0,2.0,1953.0,68.0,32211.0,2019-07-13,167
fl,1515 madrid st,coral gables,530000,2019-12-27,1264,-80.28175,25.756989,5100.0,3.0,2.0,1959.0,28.0,33134.0,2019-08-22,127
ga,205 embassy ct,sandy springs,0,2019-12-27,3184,-84.38928,33.915123,6460.0,3.0,3.0,1986.0,31.0,30328.0,2019-08-19,130
ca,6216 s van ness ave,los angeles,510005,2019-12-27,1524,-118.31756,33.98288,2252.0,3.0,3.0,2000.0,64.0,90047.0,2019-07-17,163
in,1111 huffman st,fort wayne,32500,2019-12-30,728,-85.1565,41.089993,3536.0,2.0,1.0,1930.0,2.0,46808.0,2019-10-02,89
fl,6922 lake place ct,tampa,150000,2019-12-30,1393,-82.55742,28.03129,2138.0,3.0,3.0,1985.0,3.0,33634.0,2019-09-28,93
co,1944 joliet st,aurora,299000,2019-12-30,904,-104.86079,39.746426,6534.0,3.0,2.0,1947.0,4.0,80010.0,2019-10-11,80
fl,3656 palmetto ave,miami,1700000,2019-12-30,3766,-80.25241,25.72184,8000.0,5.0,4.0,1938.0,6.0,33133.0,2019-09-13,108
fl,1528 cloverlawn ave,orlando,160000,2019-12-30,671,-81.354935,28.52457,2200.0,2.0,1.0,1938.0,77.0,32806.0,2019-07-25,158
dc,4205 48th pl nw,washington,1385000,2019-12-30,3645,-77.095314,38.94367,6750.0,5.0,4.0,1980.0,6.0,20016.0,2019-10-13,78
ca,3420 linda vista ter,los angeles,540005,2019-12-30,1345,-118.17115,34.08527,10453.0,4.0,2.0,1941.0,115.0,90032.0,2019-05-27,217
fl,810 w country club dr,tampa,265000,2019-12-30,2299,-82.46666,28.054405,9583.0,3.0,2.0,1946.0,27.0,33612.0,2019-08-23,129
fl,612 riviera dr,tampa,2550000,2019-12-30,5456,-82.46025,27.912672,9594.0,5.0,5.0,1999.0,180.0,33606.0,2019-03-24,281
ca,1306 s longwood ave,los angeles,1675016,2019-12-30,3699,-118.34073,34.051003,5919.0,6.0,4.0,1936.0,180.0,90019.0,2019-03-23,282
co,1464 w 101st ave,northglenn,378000,2019-12-30,2086,-105.00503,39.879868,9148.0,4.0,3.0,1971.0,5.0,80260.0,2019-09-26,95
dc,2704 10th st ne,washington,611000,2019-12-30,2000,-76.99268,38.924763,1589.0,3.0,2.0,1926.0,5.0,20018.0,2019-10-09,82
md,605 e 41st st,baltimore,169900,2019-12-30,1728,-76.60731,39.33947,2300.0,3.0,3.0,1920.0,3.0,21218.0,2019-10-15,76
fl,2016 e eskimo ave,tampa,152000,2019-12-30,925,-82.43545,28.029907,5000.0,3.0,1.0,1954.0,32.0,33604.0,2019-08-18,134
fl,6986 phillips reserve ct,orlando,615000,2019-12-30,3859,-81.474884,28.489292,11761.2,4.0,5.0,2016.0,2.0,32819.0,2019-10-04,87
co,427 n clarkson st,denver,720000,2019-12-31,2326,-104.977844,39.72302,4690.0,3.0,2.0,1906.0,14.0,80218.0,2019-09-05,117
co,24462 e frost dr,aurora,625000,2019-12-31,3817,-104.70236,39.58464,8276.0,3.0,4.0,2003.0,13.0,80016.0,2019-09-06,116
fl,11256 shady glen dr,jacksonville,150000,2019-12-31,1608,-81.60133,30.171139,2359.0,3.0,3.0,1984.0,2.0,32257.0,2019-10-11,81
md,3812 the alameda,baltimore,245000,2019-12-31,2084,-76.59673,39.334858,7200.0,3.0,3.0,1951.0,180.0,21218.0,2019-03-23,283
ca,2922 halldale ave,los angeles,985009,2019-12-31,2162,-118.3026,34.028442,7400.0,4.0,4.0,1916.0,4.0,90018.0,2019-10-10,82
ca,324 w 122nd st,los angeles,425004,2019-12-31,990,-118.2792,33.920986,9430.0,2.0,1.0,1952.0,97.0,90061.0,2019-07-07,177
co,75 s lowell blvd,denver,340000,2019-12-31,960,-105.03524,39.71543,6250.0,3.0,2.0,1989.0,6.0,80219.0,2019-09-13,109
fl,2701 w mississippi ave,tampa,2000000,2019-12-31,9900,-82.48884,27.929062,32670.0,20.0,10.0,1947.0,18.0,33629.0,2019-09-01,121
md,3007 california ave,parkville,269900,2019-12-31,1624,-76.530495,39.385933,6300.0,3.0,2.0,1926.0,2.0,21234.0,2019-10-23,69
ca,3583 linwood pl,riverside,379000,2019-12-31,950,-117.3856,33.96408,7405.0,2.0,1.0,1922.0,2.0,92506.0,2019-10-04,88
fl,12861 tanja king blvd,orlando,244000,2020-01-02,1632,-81.15548,28.512001,2138.0,3.0,3.0,2015.0,141.0,32828.0,2019-05-01,246
ca,1620 n soto st,los angeles,730007,2020-01-02,2449,-118.197464,34.062557,7494.0,6.0,3.0,1928.0,31.0,90033.0,2019-08-19,136
md,208 12th ave,brooklyn,243000,2020-01-02,2084,-76.617386,39.223595,6250.0,3.0,2.0,1950.0,34.0,21225.0,2019-09-27,97
co,8773 s winnipeg ct,aurora,595000,2020-01-02,6718,-104.720955,39.55728,8276.0,4.0,4.0,2019.0,104.0,80016.0,2019-06-07,209
dc,1713 newton st ne,washington,489000,2020-01-02,900,-76.980225,38.933807,2800.0,3.0,2.0,1951.0,180.0,20018.0,2019-03-23,285
dc,3307 quesada st nw,washington,1349000,2020-01-03,2629,-77.06704,38.968918,5225.0,5.0,4.0,1937.0,5.0,20015.0,2019-10-14,81
fl,524 n bridgestone ave,saint johns,309000,2020-01-03,2321,-81.60579,30.083815,14374.8,4.0,2.0,2001.0,10.0,32259.0,2019-09-09,116
fl,1830 mill run cir,tampa,123000,2020-01-03,1223,-82.47747,28.07052,1075.0,2.0,3.0,1982.0,144.0,33613.0,2019-04-29,249
ca,4601 sunnyside dr,riverside,420000,2020-01-03,1633,-117.40331,33.954643,7405.0,3.0,2.0,1938.0,2.0,92506.0,2019-10-08,87
fl,4240 rosewood ave,jacksonville,270000,2020-01-03,1575,-81.64732,30.275682,11325.6,3.0,2.0,1947.0,139.0,32207.0,2019-05-03,245
co,5862 w green meadows pl,denver,540000,2020-01-03,3898,-105.06042,39.677353,10300.0,5.0,3.0,1973.0,40.0,80227.0,2019-08-10,146
ga,2197 sargent pl se,atlanta,150000,2020-01-03,1500,-84.37706,33.6945,10790.0,3.0,1.0,1955.0,24.0,30315.0,2019-08-27,129
ga,348 ormond st se,atlanta,495000,2020-01-03,1998,-84.37628,33.73174,7497.0,3.0,2.0,1904.0,14.0,30315.0,2019-09-05,120
fl,4804 e sligh ave,tampa,87000,2020-01-04,954,-82.404816,28.010937,9000.0,3.0,1.0,1958.0,108.0,33610.0,2019-07-08,180
fl,4627 verona ave,jacksonville,277000,2020-01-06,2105,-81.71002,30.264675,10607.0,4.0,2.0,1958.0,180.0,32210.0,2019-03-23,289
md,760 mckewin ave,baltimore,85000,2020-01-06,1546,-76.60416,39.33284,5302.0,4.0,2.0,1923.0,27.0,21218.0,2019-08-23,136
dc,618 randolph st nw,washington,730000,2020-01-06,2412,-77.02056,38.938473,2850.0,4.0,4.0,1913.0,118.0,20011.0,2019-05-24,227
ca,6239 longmeadow st,riverside,415000,2020-01-07,1960,-117.498856,33.942482,3484.0,4.0,3.0,2007.0,82.0,92505.0,2019-06-29,192
fl,7415 s mascotte st,tampa,222000,2020-01-07,1146,-82.52802,27.858494,5000.0,2.0,2.0,1900.0,13.0,33616.0,2019-09-06,123
fl,2503 sunny shores dr,tampa,600000,2020-01-08,2010,-82.48409,28.083986,16552.8,4.0,3.0,1962.0,7.0,33618.0,2019-10-05,95
co,1464 s carlan ct,denver,379900,2020-01-08,2046,-105.0182,39.69002,5930.0,4.0,2.0,1955.0,22.0,80219.0,2019-09-05,125
ca,11262 warmington st,riverside,700000,2020-01-08,3566,-117.46488,33.88306,20037.6,4.0,4.0,1979.0,67.0,92503.0,2019-07-15,177
co,269 muriel dr,northglenn,345000,2020-01-08,1700,-104.98364,39.89794,9583.0,4.0,2.0,1960.0,3.0,80233.0,2019-10-10,90
ca,1416 glendale blvd,los angeles,900009,2020-01-08,1332,-118.25975,34.080215,5680.0,4.0,1.0,1920.0,9.0,90026.0,2019-09-10,120
dc,1436 congress pl se,washington,387000,2020-01-08,1248,-76.98377,38.847157,1840.0,3.0,3.0,1950.0,2.0,20020.0,2019-10-23,77
co,17142 e ford dr,aurora,136135,2020-01-09,648,-104.78822,39.697777,828.0,1.0,1.0,1984.0,6.0,80017.0,2019-10-07,94
fl,3510 midiron dr,winter park,234900,2020-01-09,1184,-81.378685,28.585783,8600.0,3.0,1.0,1951.0,129.0,32789.0,2019-05-13,241
fl,8209 cyers ln,orlando,100,2020-01-09,975,-81.27561,28.493399,7430.0,4.0,2.0,1971.0,33.0,32822.0,2019-08-17,145
fl,1428 maury rd,orlando,273000,2020-01-10,1498,-81.40148,28.580282,11325.6,3.0,2.0,1955.0,13.0,32804.0,2019-09-06,126
ca,2340 riverside dr,los angeles,605006,2020-01-10,1100,-118.2538,34.104275,3370.0,2.0,2.0,1915.0,92.0,90039.0,2019-06-28,196
fl,1356 san amaro rd,jacksonville,365000,2020-01-10,2118,-81.649925,30.269518,10000.0,3.0,3.0,1952.0,2.0,32207.0,2019-10-15,87
ca,3314 barbee st,los angeles,758007,2020-01-10,1455,-118.20578,34.06889,6264.0,4.0,2.0,1890.0,2.0,90031.0,2019-09-26,106
fl,1173 summer bluff rd,jacksonville,240000,2020-01-10,3142,-81.61172,30.468548,11325.6,3.0,3.0,2005.0,55.0,32218.0,2019-07-26,168
co,2987 s niagara way,denver,535000,2020-01-10,2939,-104.909935,39.662746,12196.8,5.0,3.0,1966.0,2.0,80224.0,2019-09-27,105
ga,715 mabry rd,sandy springs,0,2020-01-10,3461,-84.36291,33.947033,13068.0,4.0,4.0,1983.0,50.0,30328.0,2019-07-31,163
ca,4390 latona ave,los angeles,800008,2020-01-10,1025,-118.19891,34.091316,5930.0,2.0,2.0,1949.0,132.0,90031.0,2019-05-10,245
ga,1272 oakland ter sw,atlanta,280000,2020-01-10,1600,-84.4296,33.72082,8499.0,3.0,2.0,1930.0,78.0,30310.0,2019-07-03,191
in,3510 avondale dr,fort wayne,31800,2020-01-13,748,-85.13177,41.053123,5109.0,2.0,1.0,1950.0,78.0,46806.0,2019-07-03,194
fl,2705 n morgan st,tampa,397900,2020-01-13,1982,-82.45786,27.96728,8250.0,3.0,2.0,1920.0,2.0,33602.0,2019-10-17,88
fl,14335 millhopper rd,jacksonville,365000,2020-01-13,3222,-81.50664,30.118006,16117.2,5.0,4.0,2006.0,19.0,32258.0,2019-08-31,135
fl,104 servia dr,saint johns,255000,2020-01-13,1795,-81.53897,30.09598,3485.0,3.0,3.0,2017.0,7.0,32259.0,2019-09-12,123
fl,12175 lyons st,jacksonville,182000,2020-01-13,1150,-81.49627,30.281567,15681.6,3.0,2.0,1987.0,180.0,32224.0,2019-03-23,296
fl,1202 e 15th st,jacksonville,45500,2020-01-14,1763,-81.63877,30.35272,4648.0,3.0,2.0,1914.0,59.0,32206.0,2019-07-27,171
fl,934 aaron ave,orlando,169000,2020-01-14,1534,-81.43362,28.529411,7507.0,3.0,2.0,2004.0,16.0,32811.0,2019-10-03,103
fl,6125 bartram village dr,jacksonville,210300,2020-01-15,1773,-81.5008,30.105234,2256.0,3.0,3.0,2006.0,2.0,32258.0,2019-09-17,120
fl,6124 white tip rd,jacksonville,365000,2020-01-15,3174,-81.502945,30.124464,20037.6,6.0,3.0,2008.0,24.0,32258.0,2019-08-26,142
fl,5613 marathon pkwy,jacksonville,104500,2020-01-15,1400,-81.7262,30.24594,3881.0,2.0,2.0,1986.0,168.0,32244.0,2019-04-04,286
fl,8675 warwick shore xing,orlando,440000,2020-01-15,3799,-81.263,28.46989,10038.0,5.0,4.0,2007.0,2.0,32829.0,2019-10-03,104
fl,11464 beau repos dr,orlando,639000,2020-01-15,4066,-81.171165,28.401,7797.0,5.0,5.0,2019.0,24.0,32832.0,2019-08-26,142
fl,5146 johnson creek dr,jacksonville,225000,2020-01-15,2286,-81.72888,30.44671,12196.8,3.0,3.0,2012.0,5.0,32218.0,2019-10-07,100
fl,13642 lanier rd,jacksonville,180000,2020-01-15,1324,-81.58888,30.483583,27442.8,3.0,2.0,1978.0,180.0,32226.0,2019-03-23,298
fl,6529 mitford rd,jacksonville,118500,2020-01-15,1633,-81.75127,30.269657,7137.0,3.0,2.0,1958.0,31.0,32210.0,2019-08-30,138
fl,236 e 7th st,jacksonville,235000,2020-01-15,2420,-81.65011,30.343739,7308.0,4.0,3.0,1939.0,3.0,32206.0,2019-10-04,103
fl,912 la marche dr,jacksonville,139900,2020-01-15,1518,-81.76125,30.307608,9903.0,3.0,1.0,1957.0,96.0,32205.0,2019-06-15,214
fl,1830 w 20th st,jacksonville,45000,2020-01-15,850,-81.6872,30.3557,5021.0,3.0,1.0,1956.0,49.0,32209.0,2019-08-01,167
fl,8133 canyon lake cir,orlando,437500,2020-01-15,2352,-81.48989,28.528692,14374.8,3.0,3.0,1991.0,25.0,32835.0,2019-08-25,143
fl,6745 laurina pl,jacksonville,179000,2020-01-15,1598,-81.588165,30.310507,15245.999999999998,4.0,2.0,1958.0,3.0,32216.0,2019-10-12,95
fl,7124 tynan ave,jacksonville,239000,2020-01-15,1852,-81.583626,30.3183,16117.2,4.0,2.0,2018.0,142.0,32211.0,2019-04-30,260
fl,6920 camfield st,jacksonville,130000,2020-01-15,1564,-81.802795,30.222824,220413.6,3.0,2.0,1975.0,42.0,32222.0,2019-08-08,160
fl,633 bay st,neptune beach,550000,2020-01-15,2506,-81.402695,30.316046,12632.4,5.0,3.0,1966.0,46.0,32266.0,2019-08-04,164
fl,2250 aspen ridge ct,jacksonville,210000,2020-01-15,1493,-81.42182,30.34878,9834.0,4.0,2.0,1988.0,43.0,32233.0,2019-08-07,161
ca,6304 w 79th pl,los angeles,2810028,2020-01-15,4057,-118.39627,33.968235,11761.2,5.0,6.0,1953.0,79.0,90045.0,2019-07-02,197
in,4531 kenilworth st,fort wayne,33000,2020-01-15,1254,-85.13566,41.042835,4800.0,3.0,1.0,1940.0,29.0,46806.0,2019-08-21,147
fl,6803 mayapple rd,jacksonville,185000,2020-01-15,1689,-81.58404,30.348156,8625.0,3.0,2.0,1957.0,2.0,32211.0,2019-09-25,112
